days_left,stock,price,avg_sales,discount,season_demand,supplier_delay,storage_temp,product_age,category,risk
1,129,87,20,46,0.72,5,8,10,2,0
4,110,318,16,15,0.36,7,1,23,3,1
16,65,231,22,2,0.92,2,6,37,5,0
4,107,64,19,39,0.5,1,5,50,4,0
2,184,403,27,21,0.78,2,9,11,2,0
9,126,239,47,7,0.6,9,8,9,1,0
22,54,489,32,19,0.5,2,5,56,3,0
13,181,32,47,24,0.51,2,2,26,2,0
9,11,299,35,18,0.45,8,5,45,2,0
10,102,267,33,18,0.57,2,2,16,3,0
21,107,160,40,37,0.36,1,4,49,2,0
22,152,232,4,16,0.27,9,8,29,2,0
13,44,306,14,25,0.62,0,0,47,3,0
19,107,120,32,26,0.7,5,1,19,1,0
27,128,319,36,32,0.94,5,3,45,1,0
4,174,106,3,40,0.33,1,8,9,1,0
24,178,96,40,11,0.88,0,5,8,1,0
1,47,382,45,20,0.59,3,4,59,4,0
6,110,463,13,33,0.55,1,7,35,3,0
16,45,181,17,35,0.63,8,9,18,4,0
18,198,64,6,39,0.91,1,9,35,5,0
28,106,76,36,40,0.61,5,6,40,4,0
24,198,388,30,13,0.17,6,3,46,3,0
23,48,321,39,23,0.67,1,8,31,2,0
13,113,456,4,14,0.52,6,4,8,4,0
26,23,160,10,5,0.65,6,0,59,1,0
12,12,411,46,10,0.59,5,7,38,1,0
15,188,376,36,47,0.85,5,7,57,1,0
15,137,371,28,37,0.14,9,8,12,2,0
1,195,381,37,43,0.2,0,5,44,5,0
11,90,424,5,10,0.25,1,2,25,5,0
16,24,73,10,6,0.21,0,2,6,5,0
10,167,267,47,47,0.48,4,5,49,4,0
21,16,250,23,32,0.22,2,1,51,2,0
8,68,452,49,26,0.64,1,1,45,1,0
26,71,497,43,32,0.58,0,4,45,1,0
5,193,90,38,10,0.37,4,9,43,2,1
9,56,168,16,22,0.41,9,4,14,1,0
28,28,490,40,8,0.27,1,2,5,5,0
14,105,212,14,45,0.97,7,3,22,4,0
29,89,412,16,35,0.14,3,2,7,2,0
7,82,229,45,28,0.44,4,1,20,5,0
17,17,60,13,22,0.64,9,8,17,5,0
13,98,149,7,39,0.35,5,1,22,5,0
11,197,136,7,42,0.11,3,8,16,2,0
27,164,204,21,6,0.36,7,7,6,1,0
4,97,256,27,42,0.59,1,3,26,3,0
13,43,433,33,11,0.4,5,9,21,2,0
12,97,301,6,6,0.72,7,3,48,5,0
5,172,142,46,48,0.74,2,1,5,2,0
21,165,226,45,13,0.44,6,8,48,2,0
27,110,149,26,28,0.16,5,1,46,4,0
16,119,412,9,41,0.82,4,9,32,5,0
13,18,41,16,23,0.36,3,6,11,5,0
10,83,24,14,32,0.37,6,0,9,4,0
25,149,26,31,29,0.94,8,7,46,5,0
1,131,420,27,3,0.58,8,7,11,3,1
15,159,380,24,25,0.81,8,0,25,1,0
26,153,375,49,28,0.83,8,6,20,4,0
17,102,101,23,24,0.14,6,8,11,2,0
23,51,182,40,49,0.48,8,8,31,3,0
9,169,325,15,11,0.31,6,0,31,2,0
8,159,440,31,21,0.72,9,0,33,2,0
2,103,87,18,35,0.68,0,5,25,5,0
4,170,385,22,13,0.59,6,1,17,2,1
25,191,293,44,45,0.95,0,4,23,2,0
18,43,142,41,25,0.68,3,7,20,5,0
22,107,496,13,17,0.86,2,6,14,5,0
10,100,201,38,16,0.5,9,4,25,5,0
28,144,113,7,23,0.68,2,8,25,3,0
29,174,372,43,31,0.63,0,0,23,2,0
4,144,204,1,19,0.38,4,5,17,4,1
23,198,385,29,1,0.98,5,6,6,5,0
21,109,136,11,37,0.18,8,8,23,1,0
16,156,312,24,15,0.34,8,3,4,2,0
11,62,165,23,2,0.81,9,6,47,4,0
26,48,234,8,12,0.33,7,0,42,3,0
5,40,41,27,14,0.74,8,3,59,1,0
12,131,456,32,10,0.51,9,3,1,2,0
23,142,471,20,15,0.46,8,7,28,4,0
1,33,161,45,20,0.45,0,9,10,2,0
23,147,403,1,44,0.25,9,3,40,5,0
26,140,383,19,44,0.38,4,0,18,2,0
22,48,225,31,4,0.88,7,9,45,1,0
11,57,345,4,12,0.78,8,6,12,5,0
5,135,283,7,26,0.55,7,3,19,4,0
28,172,93,23,3,0.34,8,1,22,4,0
12,139,377,38,46,0.36,6,7,58,4,0
15,133,23,32,22,0.69,0,9,14,2,0
24,102,30,10,48,0.75,6,0,28,2,0
17,60,123,32,10,0.36,5,0,7,3,0
8,170,435,45,19,0.67,1,9,59,2,0
11,59,43,20,40,0.83,7,5,25,2,0
6,79,363,48,45,0.63,5,7,16,3,0
29,163,159,49,45,0.47,7,4,32,4,0
7,50,284,12,3,0.38,0,1,58,3,0
11,184,401,33,46,0.82,9,8,42,2,0
12,144,131,40,19,0.54,2,0,16,5,0
26,16,268,46,49,0.28,4,2,24,5,0
9,22,92,36,45,0.24,5,3,58,5,0
17,182,218,47,49,0.57,7,1,7,2,0
14,75,472,5,11,0.54,7,6,31,3,0
19,191,166,3,23,0.62,4,9,50,5,0
19,168,87,1,29,0.69,4,0,19,3,0
7,159,414,26,39,0.94,4,0,49,5,0
27,156,435,45,29,0.32,7,4,34,2,0
26,119,342,47,41,0.15,6,3,16,3,0
21,26,404,17,19,0.9,0,9,40,4,0
29,146,21,5,5,0.1,8,3,51,4,0
23,95,196,35,18,0.2,5,5,33,4,0
8,116,115,45,47,0.64,9,4,2,2,0
25,141,266,39,31,0.73,6,3,52,4,0
17,121,478,16,48,0.13,3,1,17,1,0
29,36,256,7,47,0.85,6,2,36,2,0
6,156,425,16,2,0.9,2,8,1,5,1
25,131,224,4,11,1.0,8,1,37,2,0
26,14,68,16,29,0.49,1,6,52,3,0
6,158,62,11,8,0.82,3,3,13,3,1
6,26,58,7,13,0.58,4,3,37,5,1
17,180,316,28,17,0.86,9,0,53,4,0
27,84,470,10,48,0.23,1,8,12,4,0
28,73,258,5,20,0.29,8,9,29,4,0
24,150,39,7,23,0.75,3,1,33,1,0
2,12,455,11,41,0.25,5,9,20,2,0
20,74,220,19,20,0.9,7,8,36,2,0
22,127,123,48,25,0.82,3,9,1,5,0
26,50,64,47,45,0.37,5,5,20,4,0
7,186,200,15,32,0.66,6,1,22,2,0
25,114,247,48,31,0.32,7,8,54,2,0
25,139,496,16,42,0.54,3,4,35,4,0
20,26,194,29,39,0.41,0,6,44,2,0
9,171,484,36,33,0.42,8,0,43,4,0
29,19,309,4,30,0.16,7,1,53,1,0
28,144,166,43,48,0.34,7,4,9,4,0
4,147,105,15,8,0.96,6,9,19,5,1
29,134,46,21,37,0.66,8,2,29,1,0
1,171,381,39,30,0.39,9,0,19,5,0
8,29,315,7,13,0.79,4,9,50,1,0
8,78,468,24,10,0.7,8,0,58,1,0
29,43,381,41,19,0.75,3,3,30,4,0
14,74,488,34,40,0.91,3,8,46,4,0
3,14,205,37,22,0.77,7,7,2,5,0
16,186,110,49,39,0.72,6,9,7,2,0
18,102,193,26,14,0.83,3,9,52,4,0
27,133,281,45,31,0.57,9,0,44,2,0
22,25,247,17,20,0.27,5,5,26,2,0
9,134,426,19,28,0.43,5,2,31,2,0
3,125,294,5,26,0.46,2,1,15,1,0
14,178,181,42,9,0.87,7,8,20,2,0
12,23,320,28,5,0.13,0,6,33,3,0
16,53,403,28,14,0.34,9,0,32,5,0
7,106,239,19,26,0.56,8,2,50,5,0
28,13,40,4,5,0.19,6,3,7,2,0
8,180,393,48,35,0.28,6,3,13,5,0
7,195,250,4,11,1.0,2,0,53,2,0
22,131,118,13,46,0.19,2,2,35,3,0
3,54,469,29,16,0.97,8,4,47,3,0
27,136,91,49,6,0.9,9,6,44,1,0
7,103,462,35,0,0.47,5,3,51,5,0
18,130,298,15,45,0.26,9,6,54,2,0
24,19,251,13,34,0.24,7,6,55,5,0
8,190,109,20,15,0.6,7,0,5,2,0
27,93,198,13,12,0.81,9,0,57,1,0
27,51,263,14,10,0.97,8,7,44,3,0
22,167,37,7,21,0.32,8,2,7,1,0
24,151,25,39,9,0.6,6,7,30,2,0
1,63,223,17,5,0.4,5,4,55,2,1
6,159,121,40,41,0.75,6,6,6,2,0
15,157,124,20,41,0.27,7,3,37,4,0
29,37,497,15,21,0.53,7,1,6,5,0
23,136,105,20,19,1.0,5,1,39,5,0
25,133,318,1,44,0.66,6,3,53,4,0
13,184,159,3,42,0.52,7,4,53,2,0
21,145,333,11,2,0.99,5,1,26,2,0
3,162,385,20,2,0.39,7,5,20,5,1
1,116,29,13,9,0.92,6,0,24,5,1
7,91,112,49,25,0.13,4,1,11,1,0
10,84,416,10,10,0.29,0,1,39,4,0
11,118,117,48,12,0.41,5,9,44,4,0
2,72,423,47,12,0.69,7,0,39,4,0
7,10,428,25,16,0.67,9,5,31,3,0
13,91,223,12,35,0.29,0,4,51,3,0
19,194,43,17,16,0.75,2,5,23,2,0
13,16,261,6,49,0.18,7,3,31,3,0
19,98,38,20,45,0.62,2,8,34,1,0
10,120,286,34,19,0.67,7,3,30,5,0
11,131,243,16,28,0.68,4,6,55,2,0
10,90,27,41,23,0.25,3,8,40,1,0
28,139,250,34,20,0.43,1,2,34,5,0
7,154,221,33,32,0.47,2,1,5,5,0
10,95,285,25,21,0.65,3,5,11,3,0
14,129,445,18,1,0.7,0,4,45,1,0
29,197,126,11,9,0.87,0,9,19,5,0
20,96,24,27,20,0.14,2,7,41,2,0
2,131,382,37,2,0.83,4,7,57,4,1
26,57,393,19,37,0.53,4,5,20,2,0
21,78,104,31,19,0.24,4,0,36,1,0
20,114,407,36,29,0.88,6,2,42,2,0
11,116,26,34,6,0.39,1,8,59,3,0
6,132,422,9,6,0.38,3,6,18,2,1
7,188,71,5,4,0.23,6,3,48,2,0
11,193,318,4,3,0.77,6,9,25,1,0
10,84,169,18,19,0.82,6,0,32,4,0
23,183,270,34,25,0.74,8,8,19,2,0
11,174,44,25,2,0.97,3,8,27,2,0
12,127,233,49,44,0.45,8,6,39,4,0
11,192,464,23,30,0.3,2,7,11,3,0
4,188,85,28,22,0.49,8,3,36,1,0
27,110,349,9,48,0.96,8,3,21,2,0
12,167,253,13,4,0.78,0,6,58,2,0
18,60,225,14,2,0.75,2,8,39,2,0
5,43,44,1,16,0.77,9,4,16,3,1
10,165,26,42,29,0.2,0,2,6,5,0
26,38,216,29,39,0.72,2,7,1,5,0
18,88,447,26,7,0.73,7,5,51,1,0
12,25,376,28,1,0.88,9,0,44,5,0
10,84,186,41,44,0.58,4,2,35,5,0
27,100,468,19,32,0.63,7,7,18,5,0
12,89,231,35,19,0.31,6,0,43,1,0
1,122,393,7,8,0.51,3,1,44,4,1
9,170,119,18,0,0.29,8,3,26,2,0
28,153,149,15,20,0.86,7,2,43,5,0
4,54,131,35,6,0.15,3,0,26,1,0
5,134,452,29,43,0.55,1,4,14,2,0
26,142,130,16,31,0.38,0,5,28,3,0
28,128,35,38,30,0.73,2,0,37,3,0
1,165,254,23,38,0.88,7,3,34,5,0
13,48,122,41,11,0.35,8,4,11,2,0
11,123,142,36,18,0.66,6,5,43,4,0
5,167,362,2,6,0.6,6,5,9,4,1
21,186,489,20,47,0.51,2,8,35,4,0
12,16,303,23,46,0.12,7,2,46,2,0
9,79,330,27,13,0.64,1,8,20,2,0
18,21,47,30,1,0.19,7,8,28,4,0
2,123,417,3,49,0.53,6,4,58,5,0
4,144,186,22,24,0.71,7,0,33,2,0
12,10,150,18,10,0.62,9,7,20,1,0
23,57,265,19,21,0.45,3,1,43,2,0
11,198,423,6,48,0.95,9,0,37,5,0
4,84,363,46,26,0.77,1,2,20,3,0
29,167,90,26,43,0.5,3,3,40,5,0
7,13,95,48,1,0.99,9,6,48,3,0
25,31,253,3,48,0.94,4,4,56,3,0
15,197,259,10,6,0.25,0,0,33,4,0
5,21,251,49,39,0.82,4,1,59,3,0
6,89,61,47,36,0.51,5,8,56,4,0
23,31,339,2,16,0.69,9,7,55,5,0
20,176,162,48,45,0.58,2,1,56,5,0
29,90,57,44,16,0.51,8,2,56,4,0
21,123,350,7,11,0.31,1,9,5,5,0
6,14,130,14,13,0.79,6,2,20,2,0
17,144,42,28,40,0.16,4,8,43,5,0
27,102,447,29,43,0.17,8,0,40,5,0
8,102,394,48,44,0.99,0,6,30,3,0
18,110,490,16,34,0.61,5,0,5,5,0
10,46,328,14,47,0.63,0,9,4,3,0
19,75,442,19,45,0.2,7,8,19,5,0
8,94,357,7,35,0.54,3,2,55,5,0
27,171,489,19,27,0.86,7,1,32,5,0
1,72,245,11,28,0.38,3,2,30,1,0
1,153,49,5,19,0.13,6,8,16,2,1
7,24,349,1,46,0.3,4,3,20,2,0
29,156,281,7,30,0.68,0,6,21,2,0
2,149,438,37,28,0.35,1,0,10,2,0
2,11,115,4,5,0.28,8,4,33,4,0
7,77,48,15,14,0.96,1,4,23,4,0
8,58,329,2,23,0.91,4,9,27,2,0
12,92,32,3,37,0.52,1,1,35,1,0
16,187,433,33,22,0.4,0,1,3,3,0
5,128,306,16,31,0.71,7,8,52,5,0
28,51,281,14,1,0.63,1,2,4,4,0
5,121,476,37,11,0.41,3,7,46,2,1
2,58,463,24,19,0.87,7,5,2,4,0
18,15,29,40,46,0.13,3,0,23,4,0
3,191,360,5,47,0.11,1,3,8,2,0
28,155,357,32,3,0.42,6,7,11,5,0
13,113,458,28,21,0.39,5,1,39,3,0
2,141,332,10,29,0.21,7,5,40,3,0
29,86,28,12,17,0.63,4,8,32,4,0
16,38,486,37,21,0.7,7,5,13,1,0
18,144,431,14,1,0.6,0,9,34,1,0
9,109,151,49,6,0.12,0,5,26,1,0
23,161,347,18,2,0.89,0,0,4,5,0
20,192,381,5,39,0.68,9,3,44,2,0
22,99,202,7,36,0.96,2,6,3,1,0
24,57,309,32,17,0.12,5,9,35,2,0
9,80,473,42,5,0.21,3,8,12,3,0
4,59,497,35,24,0.23,2,8,35,2,0
25,60,85,15,25,0.56,0,2,24,3,0
26,99,470,30,37,0.34,9,4,55,1,0
25,143,364,37,34,0.67,3,7,34,1,0
2,140,274,35,35,0.39,1,0,20,1,0
24,160,444,1,9,0.27,6,8,18,4,0
28,185,85,14,22,0.33,1,4,13,1,0
14,34,191,21,14,0.22,3,9,9,1,0
13,32,181,42,25,0.44,7,1,59,1,0
1,10,60,7,12,0.87,9,1,4,2,0
11,70,239,16,0,0.17,9,9,9,1,0
7,155,365,38,22,0.66,8,4,42,4,0
6,194,156,22,18,0.55,6,8,5,3,1
13,104,74,24,38,0.55,0,7,37,1,0
19,174,185,36,22,0.71,0,3,27,1,0
10,130,101,21,8,0.7,9,6,13,4,0
3,16,439,45,0,0.47,9,2,3,3,0
7,91,170,12,32,0.68,2,5,1,4,0
5,15,28,42,46,0.27,2,5,48,1,0
21,146,340,9,31,0.24,7,9,26,5,0
23,143,164,44,21,0.46,3,8,58,3,0
9,43,347,44,25,0.69,0,0,49,3,0
16,86,128,47,4,0.75,9,9,45,2,0
13,149,50,14,1,0.39,9,3,33,3,0
12,23,35,48,39,0.96,0,2,33,3,0
29,14,409,15,27,0.97,7,9,8,1,0
9,95,491,40,41,0.31,0,0,52,2,0
12,162,260,7,47,0.11,8,6,18,2,0
18,152,337,16,34,0.46,5,4,15,3,0
5,181,458,18,10,0.95,9,2,45,1,1
26,110,190,35,48,0.83,1,5,15,5,0
20,63,246,22,40,0.79,6,8,48,1,0
5,158,130,45,4,0.82,8,9,33,3,1
26,196,297,20,33,0.5,0,6,56,1,0
25,118,180,8,48,0.43,1,1,49,3,0
11,181,306,38,35,0.71,3,7,9,1,0
11,117,464,14,11,0.77,1,1,16,5,0
6,79,49,19,1,0.44,9,6,18,2,1
20,37,326,7,41,0.67,2,7,11,2,0
14,38,445,35,16,0.77,7,1,41,5,0
16,12,35,4,45,0.77,2,2,34,5,0
22,152,278,33,41,0.36,5,2,38,4,0
15,42,405,28,5,0.6,8,8,10,1,0
12,149,147,40,23,0.73,2,4,43,4,0
21,34,430,27,2,0.76,4,3,26,1,0
19,49,159,22,41,0.24,3,8,43,5,0
18,49,213,34,6,0.99,9,3,45,3,0
7,193,375,18,0,0.17,6,8,8,1,0
17,25,266,29,20,0.54,6,9,34,3,0
21,72,92,33,35,0.83,9,8,53,4,0
8,149,298,15,34,0.67,4,6,56,5,0
15,66,130,18,9,0.44,2,9,39,2,0
19,136,147,20,23,0.12,8,5,2,2,0
9,102,235,32,20,0.96,1,7,59,1,0
29,97,241,34,32,0.48,7,2,53,1,0
14,19,452,16,18,0.74,6,9,14,4,0
8,113,425,41,48,0.99,0,8,8,5,0
16,94,50,32,38,0.89,1,6,12,3,0
5,45,416,24,16,0.98,0,8,50,4,0
3,147,59,44,14,0.39,4,4,46,5,1
22,71,317,27,23,0.69,3,9,34,5,0
13,82,261,39,14,0.27,9,7,16,3,0
14,113,374,22,34,0.85,2,5,29,2,0
25,157,294,11,49,0.17,3,3,37,5,0
1,175,99,16,0,0.58,0,8,11,5,1
21,147,133,6,33,0.71,7,0,5,4,0
7,104,117,22,28,0.26,0,4,3,5,0
21,115,302,31,25,0.23,9,8,26,2,0
1,10,24,14,0,0.13,3,0,26,5,0
19,181,34,36,15,0.71,4,4,29,5,0
26,155,390,27,11,0.49,0,3,37,5,0
15,18,210,27,45,0.68,0,2,56,1,0
6,59,316,20,2,0.78,0,1,7,4,0
25,179,444,39,18,0.76,6,4,32,2,0
22,58,100,21,49,0.6,0,3,29,4,0
19,76,292,29,20,0.13,5,8,38,1,0
8,57,406,5,46,0.86,8,5,36,4,0
4,53,156,41,22,0.95,9,8,3,3,0
3,169,124,1,18,0.42,4,6,54,3,1
7,105,231,40,22,0.76,6,9,26,3,0
25,35,190,41,22,0.63,7,6,21,5,0
12,39,417,28,0,0.98,6,6,52,3,0
9,120,237,36,14,0.7,4,3,40,5,0
16,167,335,46,27,0.86,0,3,51,5,0
27,80,370,19,46,0.67,1,8,42,5,0
14,192,450,47,4,0.79,3,4,19,5,0
29,152,444,23,40,0.69,5,0,5,5,0
17,185,396,15,28,0.57,1,5,32,1,0
24,70,105,48,25,0.29,4,8,25,1,0
17,17,218,37,31,0.26,4,3,44,5,0
20,155,347,3,2,0.97,3,7,28,4,0
19,55,455,48,18,0.16,8,3,45,4,0
13,159,283,37,18,0.52,9,9,36,5,0
11,28,477,48,34,0.44,9,3,51,5,0
20,119,327,12,3,0.48,4,0,17,4,0
25,113,392,35,3,0.65,4,1,8,2,0
6,157,465,33,43,0.26,9,7,34,5,0
24,26,76,18,49,0.6,8,2,4,5,0
18,168,137,11,13,0.14,5,0,23,3,0
16,104,444,3,34,0.64,6,9,21,2,0
29,32,245,38,44,0.37,4,4,38,4,0
10,101,193,9,9,0.99,1,5,56,3,0
6,115,216,8,2,0.71,9,0,13,5,1
6,109,492,48,23,0.24,6,8,32,5,0
17,114,441,23,36,0.97,4,0,49,2,0
19,193,42,38,3,0.23,7,8,42,5,0
18,148,446,40,1,0.92,8,7,26,4,0
23,88,221,4,17,0.33,5,7,11,1,0
6,13,343,39,43,0.79,2,2,40,4,0
4,154,352,13,13,0.79,7,2,46,5,1
11,25,351,25,3,0.7,9,0,6,1,0
15,187,351,49,25,0.71,7,7,42,5,0
26,33,92,13,49,0.98,6,7,4,1,0
20,90,361,21,4,0.56,4,3,11,2,0
16,49,44,9,12,0.83,7,5,16,2,0
1,33,91,29,24,0.11,9,2,23,5,0
7,36,451,1,1,0.4,8,5,57,2,0
8,17,381,1,36,0.58,5,7,11,4,0
19,148,45,48,20,0.69,0,8,15,5,0
21,88,193,14,22,0.28,3,5,28,4,0
10,165,234,19,43,0.48,3,3,42,3,0
23,66,368,19,9,0.45,8,3,24,1,0
20,99,356,26,27,0.55,0,5,2,4,0
29,123,250,30,32,0.89,7,6,48,4,0
5,71,77,28,41,0.62,9,1,32,2,0
10,101,34,12,7,0.85,7,2,28,3,0
17,33,478,40,22,0.68,3,6,25,3,0
17,68,403,6,43,0.52,1,2,17,5,0
5,27,421,35,44,0.13,6,2,10,3,0
10,198,51,28,38,0.66,9,5,2,4,0
3,116,483,47,46,0.13,1,3,44,2,0
26,94,31,48,40,0.59,1,3,14,1,0
11,40,178,28,32,0.35,8,1,46,1,0
4,128,39,7,35,0.59,2,1,24,1,0
7,166,101,26,44,0.79,1,8,34,1,0
25,121,440,46,37,0.99,0,5,46,5,0
3,77,470,2,43,0.82,1,9,45,5,0
5,118,358,49,4,0.79,9,1,50,4,0
13,85,110,42,37,0.69,9,0,50,1,0
15,124,257,11,30,0.9,4,1,23,2,0
12,171,268,10,45,0.88,1,5,9,3,0
20,168,290,10,15,0.16,5,5,51,2,0
19,89,402,43,44,0.63,3,4,34,3,0
28,66,179,5,2,0.67,5,8,2,1,0
14,183,469,25,8,0.49,5,9,27,2,0
3,66,458,41,46,0.75,4,6,33,4,0
22,166,89,46,22,0.21,9,0,18,2,0
20,63,451,16,33,0.93,1,2,59,5,0
2,37,97,32,18,0.19,9,9,29,4,0
21,16,443,15,8,0.24,6,1,3,4,0
10,158,201,7,7,0.65,3,8,20,5,0
10,83,199,13,27,0.45,0,4,8,1,0
3,97,207,34,49,0.37,8,1,52,1,0
4,109,168,47,39,0.37,1,1,6,5,0
10,52,150,10,49,0.33,2,6,48,1,0
22,110,419,43,47,0.82,0,9,21,5,0
13,118,106,3,45,0.39,6,1,3,5,0
4,98,147,35,12,0.43,9,7,39,5,0
24,72,233,25,12,0.19,9,9,32,4,0
10,193,223,7,19,0.76,1,9,37,3,0
1,135,400,43,12,0.56,2,8,30,1,1
10,37,405,27,4,0.59,7,4,42,3,0
12,29,193,1,27,0.13,3,4,10,1,0
11,158,455,37,17,0.59,8,0,39,2,0
28,156,317,11,25,0.63,0,0,59,1,0
15,150,78,45,24,0.22,2,6,26,5,0
13,61,174,37,6,0.35,2,5,42,1,0
22,141,465,36,41,0.96,6,5,55,1,0
6,53,223,19,42,0.81,6,6,59,3,0
13,125,213,35,29,0.38,7,0,42,1,0
16,16,277,10,0,0.7,3,7,6,3,0
22,188,379,1,18,0.98,8,9,30,4,0
27,76,496,22,36,0.28,2,2,44,1,0
27,43,25,10,43,0.24,7,4,42,3,0
6,48,451,2,43,0.11,0,6,43,1,0
28,133,128,1,2,0.9,4,3,2,5,0
24,147,150,32,6,0.32,6,5,9,1,0
17,55,396,6,34,0.41,9,0,20,1,0
8,80,402,21,2,0.96,9,5,41,3,0
18,34,52,16,16,0.36,9,0,47,1,0
14,88,108,45,5,1.0,8,4,37,1,0
24,68,327,1,42,0.1,5,4,45,3,0
4,89,83,40,43,0.99,1,9,46,2,0
4,138,159,7,23,0.5,6,4,49,3,0
20,167,108,23,26,0.92,4,3,54,3,0
23,10,186,1,46,0.99,7,2,52,4,0
11,123,214,10,34,0.94,0,1,21,2,0
11,152,268,21,40,0.11,9,4,14,3,0
25,162,180,31,33,0.74,0,1,4,5,0
13,181,264,20,19,0.49,9,9,34,2,0
12,132,416,46,10,0.15,4,8,46,3,0
23,42,464,27,16,0.77,1,4,20,2,0
14,178,423,43,13,0.91,2,1,54,1,0
27,114,421,18,34,0.62,5,5,8,2,0
5,114,155,10,1,0.48,0,2,19,5,1
3,186,31,23,23,0.37,5,4,27,3,0
6,137,491,20,34,0.3,2,0,53,4,0
16,178,360,27,32,0.22,5,0,57,2,0
22,127,49,23,42,0.51,2,6,41,4,0
20,181,385,5,28,0.99,5,5,13,3,0
23,138,274,12,13,0.73,5,3,34,5,0
12,103,494,45,27,0.97,2,7,1,5,0
28,58,125,28,15,0.9,1,7,10,5,0
15,85,434,3,30,0.78,6,1,17,5,0
2,164,45,11,48,0.59,2,2,8,3,0
16,30,162,26,46,0.95,9,3,50,4,0
18,166,453,40,27,0.81,4,3,59,5,0
14,158,285,1,14,0.4,7,4,6,3,0
12,151,48,43,18,0.62,9,1,52,5,0
2,136,498,17,42,0.47,7,5,20,5,0
1,27,274,22,3,0.84,8,5,14,2,0
17,71,344,23,43,0.9,3,0,41,3,0
8,47,298,17,28,0.95,2,1,25,2,0
15,24,39,20,3,0.82,4,9,7,3,0
18,116,390,34,33,0.88,5,2,46,3,0
3,54,308,42,22,0.89,8,9,48,4,0
18,185,223,14,20,0.89,2,1,13,1,0
18,76,280,12,33,0.22,9,0,33,3,0
7,34,228,22,43,0.34,6,6,9,4,0
2,28,395,31,47,0.65,5,1,15,5,0
26,70,323,41,3,0.9,1,9,25,4,0
17,116,35,6,31,0.98,0,6,2,4,0
15,24,457,45,4,0.14,0,3,44,5,0
4,174,298,3,15,0.73,1,3,52,1,1
21,135,335,46,14,0.89,0,2,39,2,0
4,78,453,37,28,0.5,6,8,58,4,0
23,129,127,20,1,0.61,3,8,12,2,0
12,106,297,24,41,0.76,5,2,54,3,0
28,12,197,14,21,0.12,6,4,26,4,0
3,148,297,8,35,0.48,0,0,33,4,0
9,27,76,40,49,0.92,9,1,53,5,0
24,47,421,16,34,0.53,6,9,39,5,0
10,70,338,15,20,0.34,0,3,33,4,0
23,42,336,9,44,0.2,5,5,21,4,0
2,36,267,8,38,0.12,2,8,3,3,0
17,167,139,9,45,0.38,1,0,28,4,0
9,71,218,3,13,0.81,5,6,50,3,0
21,26,33,18,19,0.36,2,1,24,1,0
9,159,366,31,27,0.73,7,7,29,3,0
8,147,443,36,42,0.6,2,7,52,4,0
16,59,98,19,25,0.28,3,4,32,1,0
18,138,55,39,5,0.61,8,5,39,5,0
11,53,450,34,8,0.14,3,6,41,2,0
23,99,256,47,25,0.61,7,9,18,2,0
1,64,172,17,38,0.69,9,0,59,5,0
6,115,468,10,20,0.39,1,3,37,4,0
28,151,182,3,48,0.14,8,4,58,5,0
15,145,497,2,34,0.2,9,3,32,3,0
1,196,392,10,21,0.43,1,4,25,1,0
9,22,450,25,2,0.57,2,9,13,2,0
12,122,57,11,42,0.33,8,7,59,1,0
27,191,85,33,39,0.91,2,2,10,1,0
3,55,72,41,23,0.29,7,2,34,2,0
5,170,41,41,18,0.27,8,8,16,3,1
7,127,140,9,5,0.98,6,1,49,4,0
26,196,254,10,45,0.84,8,3,32,1,0
28,147,392,23,49,0.14,3,3,54,1,0
18,177,261,18,18,0.22,6,7,55,3,0
15,10,269,24,29,0.15,5,7,54,1,0
20,132,483,48,43,0.7,3,6,10,5,0
19,194,177,9,41,0.72,0,1,41,5,0
5,149,51,35,8,0.53,8,4,3,1,1
12,12,477,22,36,0.1,2,0,9,1,0
9,117,137,43,20,0.8,4,3,37,4,0
15,60,75,31,22,0.42,1,7,59,2,0
8,117,169,1,1,0.18,2,3,33,4,0
3,161,259,19,46,0.43,0,4,30,5,0
19,17,153,42,20,0.45,3,2,23,1,0
3,87,354,49,43,0.85,0,9,43,5,0
15,127,240,3,41,0.96,3,7,3,2,0
25,25,381,20,3,0.2,7,1,10,1,0
18,108,473,23,32,0.91,5,2,58,2,0
20,149,219,21,6,0.41,4,1,16,3,0
4,41,232,19,43,0.85,6,6,2,1,0
15,124,405,4,24,0.67,2,5,1,4,0
9,120,254,16,21,0.18,9,5,23,5,0
22,190,35,32,40,0.33,6,8,13,4,0
10,173,383,9,34,0.16,8,1,6,1,0
7,80,308,26,26,0.25,7,6,24,2,0
2,170,176,46,5,0.61,3,0,7,4,1
8,197,288,21,28,0.19,2,9,50,2,0
5,188,413,40,21,0.79,6,8,18,2,0
7,44,182,26,23,0.2,5,2,1,1,0
18,172,440,5,11,0.56,2,6,14,1,0
3,170,117,38,26,0.58,1,1,41,4,0
19,157,165,25,3,0.9,3,7,18,4,0
20,93,166,36,4,0.89,2,7,23,4,0
4,195,110,19,40,0.89,6,6,24,1,0
5,121,113,19,32,0.69,0,5,59,4,0
3,90,227,37,31,0.99,0,2,57,2,0
27,115,422,30,0,0.93,0,8,53,1,0
25,140,97,44,1,0.51,1,6,51,3,0
20,151,347,9,34,0.15,0,5,24,4,0
6,75,159,44,44,0.92,5,6,8,2,0
